index_P,index_sent,full_word,lesks,lesks_name
543,7,Amstutz- said- U- judgment- long- term- grain- agreement- two- countries- calls- Moscow- buy- least- four- mln- tonnes- wheat- corn- annually- prices- effect- country,"[Synset('suppose.v.01'), Synset('uranium.n.01'), Synset('opinion.n.04'), Synset('long.r.01'), Synset('terminus.n.03'), Synset('texture.n.05'), Synset('agreement.n.06'), Synset('two.n.01'), Synset('state.n.04'), Synset('visit.v.03'), Synset('moscow.n.01'), Synset('buy.v.01'), Synset('least.a.01'), Synset('four-spot.n.01'), Synset('metric_ton.n.01'), Synset('pale_yellow.n.01'), Synset('corn_whiskey.n.01'), Synset('per_annum.r.01'), Synset('price.n.05'), Synset('effect.n.06'), Synset('state.n.04')]","['suppose.v.01', 'uranium.n.01', 'opinion.n.04', 'long.r.01', 'terminus.n.03', 'texture.n.05', 'agreement.n.06', 'two.n.01', 'state.n.04', 'visit.v.03', 'moscow.n.01', 'buy.v.01', 'least.a.01', 'four-spot.n.01', 'metric_ton.n.01', 'pale_yellow.n.01', 'corn_whiskey.n.01', 'per_annum.r.01', 'price.n.05', 'effect.n.06', 'state.n.04']"
543,8,Amstutz- made- comments- response- question- Sen- Charles- Grassley- R- Iowa- expanding- export- enhancement- program- include- grain- sales- Soviet- Union,"[Synset('take.v.27'), Synset('remark.n.01'), Synset('response.n.07'), Synset('question.v.03'), Synset('sen.n.01'), Synset('charles.n.09'), Synset('roentgen.n.01'), Synset('iowa.n.03'), Synset('elaborate.v.01'), Synset('export.v.02'), Synset('enhancement.n.01'), Synset('program.v.02'), Synset('include.v.03'), Synset('texture.n.05'), Synset('sale.n.05'), Synset('soviet.n.01'), Synset('union.n.11')]","['take.v.27', 'remark.n.01', 'response.n.07', 'question.v.03', 'sen.n.01', 'charles.n.09', 'roentgen.n.01', 'iowa.n.03', 'elaborate.v.01', 'export.v.02', 'enhancement.n.01', 'program.v.02', 'include.v.03', 'texture.n.05', 'sale.n.05', 'soviet.n.01', 'union.n.11']"
543,9,,[],[]
544,0,,[],[]
544,1,relatively- steady- interest- rate- climate- reduced- volume- active- contract- Treasury- bond- futures- pct- year- ago- contracts,"[Synset('relatively.r.01'), Synset('sweetheart.n.01'), Synset('sake.n.01'), Synset('rate.v.02'), Synset('climate.n.02'), Synset('reduce.v.15'), Synset('volume.n.06'), Synset('active.n.03'), Synset('contract.v.01'), Synset('treasury.n.06'), Synset('shackle.n.01'), Synset('future.n.03'), Synset('percentage.n.01'), Synset('year.n.03'), Synset('ago.s.01'), Synset('contract.v.01')]","['relatively.r.01', 'sweetheart.n.01', 'sake.n.01', 'rate.v.02', 'climate.n.02', 'reduce.v.15', 'volume.n.06', 'active.n.03', 'contract.v.01', 'treasury.n.06', 'shackle.n.01', 'future.n.03', 'percentage.n.01', 'year.n.03', 'ago.s.01', 'contract.v.01']"
544,2,However- trading- agricultural- futures- contracts- increased- last- month- led- oats- corn- futures,"[Synset('however.r.01'), Synset('trade.v.03'), Synset('agricultural.a.01'), Synset('future.n.03'), Synset('contract.v.01'), Synset('increased.a.01'), Synset('last.v.01'), Synset('month.n.02'), Synset('run.v.03'), Synset('oat.n.02'), Synset('corn_whiskey.n.01'), Synset('future.n.03')]","['however.r.01', 'trade.v.03', 'agricultural.a.01', 'future.n.03', 'contract.v.01', 'increased.a.01', 'last.v.01', 'month.n.02', 'run.v.03', 'oat.n.02', 'corn_whiskey.n.01', 'future.n.03']"
544,3,Oats- volume- tripled- contracts- corn- volume- increased- pct- contracts,"[Synset('oat.n.02'), Synset('volume.n.06'), Synset('triple.v.02'), Synset('contract.v.01'), Synset('corn_whiskey.n.01'), Synset('volume.n.06'), Synset('increased.a.01'), Synset('percentage.n.01'), Synset('contract.v.01')]","['oat.n.02', 'volume.n.06', 'triple.v.02', 'contract.v.01', 'corn_whiskey.n.01', 'volume.n.06', 'increased.a.01', 'percentage.n.01', 'contract.v.01']"
544,4,,[],[]
544,5,Major- Market- Index- futures- increased- activity- pct- month- contracts- changing- hands,"[Synset('major.n.04'), Synset('marketplace.n.02'), Synset('index.n.02'), Synset('future.n.03'), Synset('increased.a.01'), Synset('natural_process.n.01'), Synset('percentage.n.01'), Synset('month.n.02'), Synset('contract.v.01'), Synset('change.v.02'), Synset('hand.n.09')]","['major.n.04', 'marketplace.n.02', 'index.n.02', 'future.n.03', 'increased.a.01', 'natural_process.n.01', 'percentage.n.01', 'month.n.02', 'contract.v.01', 'change.v.02', 'hand.n.09']"
544,6,,[],[]
545,0,USSR- WHEAT- BONUS- RUMORS- PERSIST- DESPITE- DENIALS- Grain- trade- representatives- continued- speculate- Reagan- administration- offer- subsidized- wheat- Soviet- Union- U- Agriculture- Department- officials- said- substance- reports,"[Synset('soviet_union.n.01'), Synset('pale_yellow.n.01'), Synset('bonus.n.02'), Synset('rumor.n.01'), Synset('prevail.v.03'), Synset('contempt.n.01'), Synset('denial.n.03'), Synset('texture.n.05'), Synset('trade.v.03'), Synset('representative.n.01'), Synset('stay.v.04'), Synset('speculate.v.04'), Synset('reagan.n.01'), Synset('presidency.n.01'), Synset('offer.v.07'), Synset('subsidize.v.02'), Synset('pale_yellow.n.01'), Synset('soviet.n.01'), Synset('union.n.11'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('department.n.03'), Synset('official.n.02'), Synset('suppose.v.01'), Synset('substance.n.07'), Synset('reputation.n.03')]","['soviet_union.n.01', 'pale_yellow.n.01', 'bonus.n.02', 'rumor.n.01', 'prevail.v.03', 'contempt.n.01', 'denial.n.03', 'texture.n.05', 'trade.v.03', 'representative.n.01', 'stay.v.04', 'speculate.v.04', 'reagan.n.01', 'presidency.n.01', 'offer.v.07', 'subsidize.v.02', 'pale_yellow.n.01', 'soviet.n.01', 'union.n.11', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'official.n.02', 'suppose.v.01', 'substance.n.07', 'reputation.n.03']"
545,1,pure- fiction- said- one- senior- official- USDA- Foreign- Agricultural- Service- referring- rumor- administration- would- make- export- enhancement- offer- Moscow- next- two- three- weeks,"[Synset('pure.s.07'), Synset('fiction.n.01'), Synset('suppose.v.01'), Synset('one.s.06'), Synset('elder.n.01'), Synset('official.s.05'), Synset('department_of_agriculture.n.01'), Synset('foreign.a.02'), Synset('agricultural.a.01'), Synset('service.v.01'), Synset('refer.v.07'), Synset('rumor.n.01'), Synset('presidency.n.01'), Synset('take.v.27'), Synset('export.v.02'), Synset('enhancement.n.01'), Synset('offer.v.07'), Synset('moscow.n.01'), Synset('next.r.01'), Synset('two.n.01'), Synset('trey.n.02'), Synset('workweek.n.01')]","['pure.s.07', 'fiction.n.01', 'suppose.v.01', 'one.s.06', 'elder.n.01', 'official.s.05', 'department_of_agriculture.n.01', 'foreign.a.02', 'agricultural.a.01', 'service.v.01', 'refer.v.07', 'rumor.n.01', 'presidency.n.01', 'take.v.27', 'export.v.02', 'enhancement.n.01', 'offer.v.07', 'moscow.n.01', 'next.r.01', 'two.n.01', 'trey.n.02', 'workweek.n.01']"
545,2,aide- Agriculture- Secretary- Richard- Lyng- asked- identified- said- nothing- substantiate- speculation- said- started- somebody- fanning- wheat- market,"[Synset('adjutant.n.01'), Synset('agribusiness.n.01'), Synset('secretary.n.04'), Synset('ask.v.07'), Synset('name.v.02'), Synset('suppose.v.01'), Synset('nothing.n.01'), Synset('substantiate.v.04'), Synset('speculation.n.02'), Synset('suppose.v.01'), Synset('start.v.10'), Synset('person.n.01'), Synset('fan.v.01'), Synset('pale_yellow.n.01'), Synset('marketplace.n.02')]","['adjutant.n.01', 'agribusiness.n.01', 'secretary.n.04', 'ask.v.07', 'name.v.02', 'suppose.v.01', 'nothing.n.01', 'substantiate.v.04', 'speculation.n.02', 'suppose.v.01', 'start.v.10', 'person.n.01', 'fan.v.01', 'pale_yellow.n.01', 'marketplace.n.02']"
545,3,Wheat- futures- strengthened- today- partly- basis- speculation,"[Synset('pale_yellow.n.01'), Synset('future.n.03'), Synset('tone.v.05'), Synset('today.r.02'), Synset('partially.r.01'), Synset('footing.n.02'), Synset('speculation.n.02')]","['pale_yellow.n.01', 'future.n.03', 'tone.v.05', 'today.r.02', 'partially.r.01', 'footing.n.02', 'speculation.n.02']"
545,4,One- lobbyist- close- connections- Reagan- administration- said- Soviet- trade- team- told- private- grain- trade- officials- New- York- last- week- Moscow- would- buy- much- four- mln- tonnes- U- wheat- much- mid- year- competitively- priced,"[Synset('one.s.06'), Synset('lobbyist.n.01'), Synset('conclusion.n.08'), Synset('connection.n.07'), Synset('reagan.n.01'), Synset('presidency.n.01'), Synset('suppose.v.01'), Synset('soviet.n.01'), Synset('trade.v.03'), Synset('team.v.01'), Synset('tell.v.03'), Synset('secret.s.05'), Synset('texture.n.05'), Synset('trade.v.03'), Synset('official.n.02'), Synset('newfangled.s.01'), Synset('york.n.01'), Synset('last.v.01'), Synset('workweek.n.01'), Synset('moscow.n.01'), Synset('buy.v.01'), Synset('much.r.04'), Synset('four-spot.n.01'), Synset('metric_ton.n.01'), Synset('uranium.n.01'), Synset('pale_yellow.n.01'), Synset('much.r.04'), Synset('mid.s.01'), Synset('year.n.03'), Synset('competitively.r.01'), Synset('price.v.02')]","['one.s.06', 'lobbyist.n.01', 'conclusion.n.08', 'connection.n.07', 'reagan.n.01', 'presidency.n.01', 'suppose.v.01', 'soviet.n.01', 'trade.v.03', 'team.v.01', 'tell.v.03', 'secret.s.05', 'texture.n.05', 'trade.v.03', 'official.n.02', 'newfangled.s.01', 'york.n.01', 'last.v.01', 'workweek.n.01', 'moscow.n.01', 'buy.v.01', 'much.r.04', 'four-spot.n.01', 'metric_ton.n.01', 'uranium.n.01', 'pale_yellow.n.01', 'much.r.04', 'mid.s.01', 'year.n.03', 'competitively.r.01', 'price.v.02']"
545,5,Alexander- Ivlev- official- Amtorg- Soviet- trading- organization- told- Reuters- information- substantiate- rumors- imminent- wheat- subsidy- offer- said- Moscow- would- consider- buying- U- wheat- competitively- priced,"[Synset('alexander.n.01'), Synset('official.s.05'), Synset('soviet.n.01'), Synset('trade.v.03'), Synset('organization.n.04'), Synset('tell.v.03'), Synset('information.n.05'), Synset('substantiate.v.04'), Synset('rumor.n.01'), Synset('at_hand.s.02'), Synset('pale_yellow.n.01'), Synset('subsidy.n.01'), Synset('offer.v.07'), Synset('suppose.v.01'), Synset('moscow.n.01'), Synset('view.v.02'), Synset('buy.v.01'), Synset('uranium.n.01'), Synset('pale_yellow.n.01'), Synset('competitively.r.01'), Synset('price.v.02')]","['alexander.n.01', 'official.s.05', 'soviet.n.01', 'trade.v.03', 'organization.n.04', 'tell.v.03', 'information.n.05', 'substantiate.v.04', 'rumor.n.01', 'at_hand.s.02', 'pale_yellow.n.01', 'subsidy.n.01', 'offer.v.07', 'suppose.v.01', 'moscow.n.01', 'view.v.02', 'buy.v.01', 'uranium.n.01', 'pale_yellow.n.01', 'competitively.r.01', 'price.v.02']"
545,6,,[],[]
545,7,,[],[]
545,8,,[],[]
546,0,,[],[]
546,1,said- tonnes- wheat- promised- Britain- would- shipped- next- week- used- government- Food- Work- program- villages,"[Synset('suppose.v.01'), Synset('metric_ton.n.01'), Synset('pale_yellow.n.01'), Synset('promise.v.01'), Synset('united_kingdom.n.01'), Synset('ship.v.05'), Synset('next.r.01'), Synset('workweek.n.01'), Synset('use.v.01'), Synset('government.n.03'), Synset('food.n.02'), Synset('workplace.n.01'), Synset('program.v.02'), Synset('village.n.02')]","['suppose.v.01', 'metric_ton.n.01', 'pale_yellow.n.01', 'promise.v.01', 'united_kingdom.n.01', 'ship.v.05', 'next.r.01', 'workweek.n.01', 'use.v.01', 'government.n.03', 'food.n.02', 'workplace.n.01', 'program.v.02', 'village.n.02']"
546,2,program- workers- building- roads- digging- irrigation- canals- engaged- rural- development- activities- get- daily- wages- wheat- instead- money,"[Synset('program.v.02'), Synset('worker.n.03'), Synset('building.n.04'), Synset('roads.n.01'), Synset('labor.v.02'), Synset('irrigation.n.02'), Synset('duct.n.01'), Synset('lease.v.04'), Synset('rural.a.02'), Synset('growth.n.01'), Synset('natural_process.n.01'), Synset('receive.v.02'), Synset('daily.r.01'), Synset('wages.n.01'), Synset('pale_yellow.n.01'), Synset('rather.r.01'), Synset('money.n.03')]","['program.v.02', 'worker.n.03', 'building.n.04', 'roads.n.01', 'labor.v.02', 'irrigation.n.02', 'duct.n.01', 'lease.v.04', 'rural.a.02', 'growth.n.01', 'natural_process.n.01', 'receive.v.02', 'daily.r.01', 'wages.n.01', 'pale_yellow.n.01', 'rather.r.01', 'money.n.03']"
546,3,,[],[]
546,4,,[],[]
546,5,government- expects- prices- fall- wheat- harvest- next- month,"[Synset('government.n.03'), Synset('expect.v.05'), Synset('price.n.05'), Synset('spill.n.04'), Synset('pale_yellow.n.01'), Synset('harvest.v.02'), Synset('next.r.01'), Synset('month.n.02')]","['government.n.03', 'expect.v.05', 'price.n.05', 'spill.n.04', 'pale_yellow.n.01', 'harvest.v.02', 'next.r.01', 'month.n.02']"
546,6,,[],[]
547,0,,[],[]
547,1,,[],[]
547,2,drought- worsen- hope- bumper- harvest- quoted- experts- Ministry- Electric- Power- saying,"[Synset('drought.n.02'), Synset('worsen.v.02'), Synset('hope.n.01'), Synset('bumper.n.02'), Synset('harvest.v.02'), Synset('quote.v.01'), Synset('expert.n.01'), Synset('ministry.n.04'), Synset('electric.s.02'), Synset('world_power.n.01'), Synset('suppose.v.01')]","['drought.n.02', 'worsen.v.02', 'hope.n.01', 'bumper.n.02', 'harvest.v.02', 'quote.v.01', 'expert.n.01', 'ministry.n.04', 'electric.s.02', 'world_power.n.01', 'suppose.v.01']"
547,3,gave- figures,"[Synset('give.v.43'), Synset('trope.n.01')]","['give.v.43', 'trope.n.01']"
547,4,summer- grain- harvest- record- mln- tonnes- mln- total- grain- harvest- mln,"[Synset('summer.v.01'), Synset('texture.n.05'), Synset('harvest.v.02'), Synset('record.v.01'), Synset('metric_ton.n.01'), Synset('sum.n.02'), Synset('texture.n.05'), Synset('harvest.v.02')]","['summer.v.01', 'texture.n.05', 'harvest.v.02', 'record.v.01', 'metric_ton.n.01', 'sum.n.02', 'texture.n.05', 'harvest.v.02']"
547,5,target- mln,[Synset('target.v.01')],['target.v.01']
547,6,,[],[]
548,0,,[],[]
548,1,denied- statement- yesterday- Portuguese- Agriculture- Minister- Alvaro- Barreto- commission- accepted- EPAC- eligible- saying- taken- view- matter,"[Synset('traverse.v.03'), Synset('statement.n.07'), Synset('yesterday.r.02'), Synset('portuguese.n.02'), Synset('agribusiness.n.01'), Synset('minister.v.02'), Synset('perpetration.n.01'), Synset('accept.v.11'), Synset('eligible.a.01'), Synset('suppose.v.01'), Synset('take.v.39'), Synset('view.n.07'), Synset('matter.n.04')]","['traverse.v.03', 'statement.n.07', 'yesterday.r.02', 'portuguese.n.02', 'agribusiness.n.01', 'minister.v.02', 'perpetration.n.01', 'accept.v.11', 'eligible.a.01', 'suppose.v.01', 'take.v.39', 'view.n.07', 'matter.n.04']"
548,2,terms- Portugal- accession- European- Community- grain- import- monopoly- held- EPAC- reduced- pct- annually- imports- liberalised- Lisbon- civil- court- decided- preliminary- ruling- earlier- month- EPAC- allowed- take- part- done- past- tenders- liberalised- share- annual- grain- imports,"[Synset('terminus.n.03'), Synset('portugal.n.01'), Synset('accession.v.01'), Synset('european.n.01'), Synset('residential_district.n.01'), Synset('texture.n.05'), Synset('significance.n.02'), Synset('monopoly.n.03'), Synset('keep.v.01'), Synset('reduce.v.15'), Synset('percentage.n.01'), Synset('per_annum.r.01'), Synset('significance.n.02'), Synset('liberalize.v.02'), Synset('lisbon.n.01'), Synset('civil.s.06'), Synset('motor_hotel.n.01'), Synset('decide.v.01'), Synset('preliminary.s.01'), Synset('rule.v.06'), Synset('early.a.05'), Synset('month.n.02'), Synset('let.v.01'), Synset('take.v.39'), Synset('part.n.11'), Synset('serve.v.09'), Synset('past.s.02'), Synset('tender.v.04'), Synset('liberalize.v.02'), Synset('share.n.02'), Synset('annual.n.02'), Synset('texture.n.05'), Synset('significance.n.02')]","['terminus.n.03', 'portugal.n.01', 'accession.v.01', 'european.n.01', 'residential_district.n.01', 'texture.n.05', 'significance.n.02', 'monopoly.n.03', 'keep.v.01', 'reduce.v.15', 'percentage.n.01', 'per_annum.r.01', 'significance.n.02', 'liberalize.v.02', 'lisbon.n.01', 'civil.s.06', 'motor_hotel.n.01', 'decide.v.01', 'preliminary.s.01', 'rule.v.06', 'early.a.05', 'month.n.02', 'let.v.01', 'take.v.39', 'part.n.11', 'serve.v.09', 'past.s.02', 'tender.v.04', 'liberalize.v.02', 'share.n.02', 'annual.n.02', 'texture.n.05', 'significance.n.02']"
548,3,,[],[]
549,0,PROOF- CHERNOBYL- GRAIN- DAMAGE- DIPLOMATS- Western- agricultural- attaches- Moscow- said- evidence- substantiate- rumours- last- April- Chernobyl- nuclear- disaster- worse- effect- Soviet- grain- first- reported,"[Synset('proof.v.01'), Synset('chernobyl.n.01'), Synset('texture.n.05'), Synset('wrong.n.02'), Synset('diplomat.n.02'), Synset('western.n.02'), Synset('agricultural.a.01'), Synset('impound.v.01'), Synset('moscow.n.01'), Synset('suppose.v.01'), Synset('testify.v.02'), Synset('substantiate.v.04'), Synset('rumor.n.01'), Synset('last.v.01'), Synset('april.n.01'), Synset('chernobyl.n.01'), Synset('nuclear.s.04'), Synset('catastrophe.n.02'), Synset('worse.r.01'), Synset('effect.n.06'), Synset('soviet.n.01'), Synset('texture.n.05'), Synset('first_gear.n.01'), Synset('reported.a.01')]","['proof.v.01', 'chernobyl.n.01', 'texture.n.05', 'wrong.n.02', 'diplomat.n.02', 'western.n.02', 'agricultural.a.01', 'impound.v.01', 'moscow.n.01', 'suppose.v.01', 'testify.v.02', 'substantiate.v.04', 'rumor.n.01', 'last.v.01', 'april.n.01', 'chernobyl.n.01', 'nuclear.s.04', 'catastrophe.n.02', 'worse.r.01', 'effect.n.06', 'soviet.n.01', 'texture.n.05', 'first_gear.n.01', 'reported.a.01']"
549,1,,[],[]
549,2,Helped- prompt- rumours- world- markets,"[Synset('help_oneself.v.01'), Synset('prompt.n.02'), Synset('rumor.n.01'), Synset('world.n.06'), Synset('marketplace.n.02')]","['help_oneself.v.01', 'prompt.n.02', 'rumor.n.01', 'world.n.06', 'marketplace.n.02']"
549,3,,[],[]
549,4,official- media- initially- slow- reporting- accident- Kremlin- leader- Mikhail- Gorbachev- campaign- openness- gradually- gave- details,"[Synset('official.s.05'), Synset('medium.n.08'), Synset('initially.r.01'), Synset('slow.a.04'), Synset('report.v.06'), Synset('accident.n.02'), Synset('kremlin.n.02'), Synset('leader.n.01'), Synset('gorbachev.n.01'), Synset('political_campaign.n.01'), Synset('receptiveness.n.01'), Synset('gradually.r.01'), Synset('give.v.43'), Synset('detail.v.02')]","['official.s.05', 'medium.n.08', 'initially.r.01', 'slow.a.04', 'report.v.06', 'accident.n.02', 'kremlin.n.02', 'leader.n.01', 'gorbachev.n.01', 'political_campaign.n.01', 'receptiveness.n.01', 'gradually.r.01', 'give.v.43', 'detail.v.02']"
549,5,Land- around- nuclear- plant- contaminated- varying- degrees,"[Synset('state.n.04'), Synset('around.r.07'), Synset('nuclear.s.04'), Synset('plant.v.05'), Synset('pollute.v.01'), Synset('vary.v.03'), Synset('degree.n.07')]","['state.n.04', 'around.r.07', 'nuclear.s.04', 'plant.v.05', 'pollute.v.01', 'vary.v.03', 'degree.n.07']"
549,6,used- grow- industrial- crops- instead- grain,"[Synset('use.v.01'), Synset('turn.v.07'), Synset('industrial.s.04'), Synset('crop.v.05'), Synset('rather.r.01'), Synset('texture.n.05')]","['use.v.01', 'turn.v.07', 'industrial.s.04', 'crop.v.05', 'rather.r.01', 'texture.n.05']"
